1	0.6332059829700103
2	0.7054062536132538
3	0.7256884596138113
4	0.7611574916828826
5	0.7713825057917475
6	0.7840787369793688
7	0.7956541267210804
8	0.801496113790667
9	0.805170596054823
10	0.8141367678626188
11	0.821523391009796
12	0.8243914291354725
13	0.8306295006158241
14	0.8330896778445198
15	0.8336234916128069
16	0.8438031201601632
17	0.8429900207117303
18	0.8493697478991596
19	0.8498108241487087
20	0.854555540562827
21	0.8555675434353956
22	0.8602724168590621
23	0.8605420187113122
24	0.8646149486573352
25	0.8651514589744541
26	0.8675582944455609
27	0.8644660998764309
28	0.872532192030197
29	0.8736825756062926
30	0.8752767418017562
31	0.8768182927460566
32	0.8780653749445348
33	0.8819730848399729
34	0.8796335968087465
35	0.8778022432723993
36	0.8776192056643435
37	0.8845767617697442
38	0.8850344608520289
39	0.8827989026224963
40	0.885728668512459
41	0.8875004615782283
42	0.8885124934642207
43	0.8826902947117016
44	0.8803474611710675
45	0.8853911418206436
46	0.8897655828660506
47	0.8912107993397783
48	0.8868594323086214
49	0.8873554780693705
50	0.8932741398446171
51	0.8911922442244224
52	0.8913453046806005
53	0.8936631560315074
54	0.8851095661357035
55	0.8935655610777649
56	0.8909081544811756
57	0.8913021055888724
58	0.8917972866417586
59	0.8912947479981159
60	0.8916011038046031
61	0.8926872090707231
62	0.8918141348736249
63	0.8949961338782725
64	0.8928285064844308
65	0.8913126449605121
66	0.8960497428870324
67	0.8942864500938154
68	0.8929393001771238
69	0.8924724854334647
70	0.8904093498561108
